Generation Group variable value sd var SDSt SDSt30 zMean zMean_noC zMean30 Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt SDGenicSt31 zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic Import
27 home gvNormUnres1 1.89144890840111 1.3980391572669 1.95451348525155 0.943353783898824 1.02878052303402 1.35318381719141 1.27629149406639 1.39186787949569 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
28 home gvNormUnres1 2.26589547890597 1.35115422593213 1.82561774225425 0.911717275613205 0.994279125894834 1.60584883541898 1.52895651229396 1.66741333660962 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
29 home gvNormUnres1 2.2285987054813 1.39649966397762 1.95021131148961 0.942314981221387 1.02764765010759 1.58068212091424 1.50378979778922 1.63996761459828 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
30 home gvNormUnres1 2.43117658473081 1.35892848471109 1.84668662655917 0.916963106102298 1 1.71737543735741 1.64048311423239 1.78903938807912 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
31 home gvNormUnres1 2.92895136665909 1.37862180322133 1.90059807631724 0.930251551163083 1.01449179904006 2.05325853592487 1.97636621279985 2.15533885676243 SU55 ClassGen 0 2.59530301237333 3 1.61099441723841 NA 1 NA NA NA NA NA NA 100_100
32 home gvNormUnres1 2.9625907988665 1.34181945524973 1.80047945048669 0.90541845973291 0.987409911813725 2.07595738916952 1.9990650660445 2.180093236839 SU55 ClassGen 0 2.61048273645297 3 1.61569883841419 NA 1.00292019706924 NA NA NA NA NA NA 100_100
33 home gvNormUnres1 3.32443413185137 1.40926814138806 1.98603669433137 0.950930756693167 1.03704363934036 2.32011813071638 2.24322580759136 2.44636430044231 SU55 ClassGen 0 2.60899546459695 3 1.61523851631793 NA 1.00263445920986 NA NA NA NA NA NA 100_100
34 home gvNormUnres1 3.6593063665125 1.47446383004572 2.17404358611308 0.994922800313262 1.0850194448306 2.54607960543488 2.46918728230986 2.69278803681158 SU55 ClassGen 0 2.5952257360423 3 1.61097043301306 NA 0.999985112161103 NA NA NA NA NA NA 100_100
35 home gvNormUnres1 3.92534814807405 1.47846480095403 2.18585816766003 0.997622532310041 1.08796365488531 2.72559640938614 2.64870408626112 2.88856123941548 SU55 ClassGen 0 2.59576715574033 3 1.6111384657255 NA 1.00008941588223 NA NA NA NA NA NA 100_100
36 home gvNormUnres1 4.25834350118108 1.48397149085943 2.20217138568356 1.00133827713165 1.09201588424642 2.95029142221278 2.87339909908777 3.13360382764103 SU55 ClassGen 0 2.58894905114776 3 1.60902114689266 NA 0.998775122790843 NA NA NA NA NA NA 100_100
37 home gvNormUnres1 4.80433937572322 1.46613342964031 2.14954723350886 0.989301702575775 1.07888932061941 3.31871262956252 3.2418203064375 3.53538793967119 SU55 ClassGen 0 2.56430535074349 3 1.60134485690731 NA 0.99401018387907 NA NA NA NA NA NA 100_100
38 home gvNormUnres1 4.95119447202244 1.46302344686042 2.14043760606335 0.987203181938483 1.07660076547109 3.41780592752817 3.34091360440315 3.64345477170205 SU55 ClassGen 0 2.55761410979306 3 1.59925423550887 NA 0.992712462809358 NA NA NA NA NA NA 100_100
39 home gvNormUnres1 5.22251391605091 1.48814660941142 2.2145803311027 1.00415551859715 1.09508824500636 3.6008839356363 3.52399161251128 3.84311166835335 SU55 ClassGen 0 2.55440367295412 3 1.59825019097578 NA 0.992089217612264 NA NA NA NA NA NA 100_100
40 home gvNormUnres1 5.51831331041737 1.45724581950705 2.12356537847076 0.983304616867944 1.07234916031425 3.8004802606034 3.72358793747838 4.06078272146204 SU55 ClassGen 0 2.54052032675691 3 1.59390097771377 NA 0.989389510390766 NA NA NA NA NA NA 100_100
41 home gvNormUnres1 5.78099477898139 1.41226899461203 1.99450371314248 0.952955640065741 1.03925188889707 3.97772962879306 3.90083730566804 4.25408315744478 SU55 ClassGen 0 2.53323898904817 3 1.59161521387808 NA 0.987970657655319 NA NA NA NA NA NA 100_100
42 home gvNormUnres1 6.16985870219808 1.3891436099776 1.92971996914159 0.937351342442448 1.02223452198291 4.24012303278423 4.16323070965921 4.54023796808544 SU55 ClassGen 0 2.51664602625461 3 1.58639403246943 NA 0.984729689621672 NA NA NA NA NA NA 100_100
43 home gvNormUnres1 6.38851055636906 1.41612577595189 2.00541221331534 0.955558077380685 1.04208999361211 4.38766257265801 4.31077024953299 4.70113816013452 SU55 ClassGen 0 2.50846867006023 3 1.58381459459756 NA 0.983128543246323 NA NA NA NA NA NA 100_100
44 home gvNormUnres1 6.65374915073336 1.41859358225289 2.01240775160908 0.957223277099788 1.04390598785225 4.56663741061514 4.48974508749012 4.89632031824543 SU55 ClassGen 0 2.49750132283326 3 1.58034848145378 NA 0.980977006837076 NA NA NA NA NA NA 100_100
45 home gvNormUnres1 7.04149299590934 1.40671755057508 1.97885426709594 0.949209696533942 1.03516672613876 4.82827502042667 4.75138269730165 5.18165089269315 SU55 ClassGen 0 2.48011073820326 3 1.57483673382458 NA 0.977555674292269 NA NA NA NA NA NA 100_100
46 home gvNormUnres1 7.34135292045848 1.39561892066677 1.94775217172308 0.941720682749404 1.02699953409504 5.03061126615534 4.95371894303032 5.40230998397189 SU55 ClassGen 0 2.46008011112957 3 1.56846425242323 NA 0.973600054500447 NA NA NA NA NA NA 100_100
47 home gvNormUnres1 7.63935197484353 1.40117473759174 1.96329064526528 0.945469576971415 1.03108791474751 5.23169185398521 5.15479953086019 5.62159970947087 SU55 ClassGen 0 2.45219260048197 3 1.56594782814817 NA 0.972038022845876 NA NA NA NA NA NA 100_100
48 home gvNormUnres1 7.9340689891788 1.40274096743697 1.96768222172599 0.946526420653702 1.03224046240755 5.43055782222894 5.35366549910392 5.83847426736781 SU55 ClassGen 0 2.43269976279166 3 1.55971143574434 NA 0.968166878205584 NA NA NA NA NA NA 100_100
49 home gvNormUnres1 8.3265270107051 1.39953753130319 1.95870530152623 0.94436484057022 1.0298831373755 5.69537641311309 5.61848408998807 6.12727388113832 SU55 ClassGen 0 2.42216927776773 3 1.55633199471312 NA 0.966069142176798 NA NA NA NA NA NA 100_100
50 home gvNormUnres1 8.50281689082552 1.39355607790155 1.94199854225636 0.940328739957217 1.02548154195019 5.81433139703485 5.73743907390983 6.25700100225161 SU55 ClassGen 0 2.41477062547928 3 1.55395322499723 NA 0.96459255747207 NA NA NA NA NA NA 100_100
20 home gvNormUnres3 -0.694293746232211 1.57381745964678 2.47690139628905 1 1.11843981290827 0 -0.441152652092215 -0.493402689670005 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
21 home gvNormUnres3 0.335547384822546 1.468141623312 2.15543982610118 0.932853816249754 1.04334084771714 0.654358689911782 0.213206037819567 0.23845812104983 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
22 home gvNormUnres3 0.325295416653484 1.54224305266247 2.37851363348566 0.979937694304525 1.09600133147972 0.647844612878119 0.206691960785904 0.23117251795103 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
23 home gvNormUnres3 0.400638088819062 1.52778758467452 2.33413490388561 0.970752723138176 1.08572849404686 0.695717173767415 0.254564521675201 0.284715095995495 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
24 home gvNormUnres3 0.645433206062315 1.50773778466836 2.27327322731666 0.958013126253377 1.0714800216905 0.85125942915591 0.410106777063696 0.458679747011534 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
25 home gvNormUnres3 0.798814833077153 1.4916753654302 2.22509539583134 0.94780710195259 1.06006519778099 0.948717762760407 0.507565110668192 0.5676810274145 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
26 home gvNormUnres3 1.03317921709899 1.47686004210231 2.18111558395844 0.938393479529556 1.04953662767938 1.09763235421146 0.656479702119249 0.734233035216332 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
27 home gvNormUnres3 1.17104175618346 1.45603308365185 2.12003234068871 0.925160077953787 1.03473586449684 1.18522989498052 0.744077242888309 0.832205612325304 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
28 home gvNormUnres3 1.39259013833873 1.45811756008135 2.12610681901759 0.926484549490639 1.03621720619472 1.32600122827415 0.884848576181936 0.989649875997076 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
29 home gvNormUnres3 1.29042046114736 1.43357990303573 2.05515133838792 0.91089337854815 1.01877941988278 1.26108284999266 0.819930197900444 0.917042577137616 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
30 home gvNormUnres3 1.56051257959072 1.40715436046075 1.9800833941637 0.894102649475349 1 1.43269876185576 0.991546109763548 1.10898464549387 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
31 home gvNormUnres3 3.06132499575064 1.53095572621296 2.34382543562426 0.972765752996894 1.08797994678542 2.38631152486117 1.94515887276896 2.17554312573658 SU55 ClassGen 0 2.60712727193363 3 1.61466011034324 NA 1 NA NA NA NA NA NA 100_100
32 home gvNormUnres3 2.96817284316742 1.53705291274965 2.36253165659219 0.976639891321715 1.09231293732861 2.32712286100931 1.8859702089171 2.10934416761182 SU55 ClassGen 0 2.61875951806684 3 1.61825817410784 NA 1.00222837223856 NA NA NA NA NA NA 100_100
33 home gvNormUnres3 3.47610884162948 1.55779898736343 2.42673768503054 0.989821899493386 1.10705622008189 2.64986422809013 2.20871157599791 2.47031096182744 SU55 ClassGen 0 2.61868281295738 3 1.61823447403563 NA 1.00221369418214 NA NA NA NA NA NA 100_100
34 home gvNormUnres3 3.9844612103649 1.66353170276378 2.76733772610016 1.05700422407128 1.18219560661354 2.97287015588655 2.53171750379434 2.83157365128034 SU55 ClassGen 0 2.60755721944036 3 1.61479324355794 NA 1.00008245277991 NA NA NA NA NA NA 100_100
35 home gvNormUnres3 4.34964651574937 1.68083346493083 2.82520113683139 1.06799772402326 1.19449117464304 3.20490806037545 2.76375540828323 3.09109408176453 SU55 ClassGen 0 2.61072867378434 3 1.61577494527683 NA 1.00069044557827 NA NA NA NA NA NA 100_100
36 home gvNormUnres3 4.84662051361483 1.65590702871914 2.74202808776146 1.05215952369138 1.17677710082705 3.52068419744854 3.07953154535633 3.44427068543346 SU55 ClassGen 0 2.6072916884971 3 1.61471102321657 NA 1.00003153163505 NA NA NA NA NA NA 100_100
37 home gvNormUnres3 5.59281352716876 1.634624403238 2.67199693966118 1.03863659233064 1.16165251600597 3.99481352482391 3.55366087273169 3.97455580163748 SU55 ClassGen 0 2.58214975933726 3 1.6069068919316 NA 0.995198234995728 NA NA NA NA NA NA 100_100
38 home gvNormUnres3 5.87898523774954 1.63944767632066 2.6877886833932 1.04170128897198 1.16508019474413 4.17664637260856 3.73549372051634 4.17792489789433 SU55 ClassGen 0 2.57686296509299 3 1.60526102708967 NA 0.994178909113222 NA NA NA NA NA NA 100_100
39 home gvNormUnres3 6.2799673199508 1.66104986254228 2.75908664585172 1.05542726849343 1.18043187671208 4.43142946688891 3.9902768147967 4.46288445419344 SU55 ClassGen 0 2.57304723352944 3 1.60407207865776 NA 0.993442563163822 NA NA NA NA NA NA 100_100
40 home gvNormUnres3 6.87512055099246 1.59909757122985 2.55711304231321 1.01606292485073 1.13640522757308 4.80958846327928 4.36843581118707 4.88583253136586 SU55 ClassGen 0 2.55936761177556 3 1.59980236647392 NA 0.990798222007135 NA NA NA NA NA NA 100_100
41 home gvNormUnres3 7.31949178991935 1.50176518653304 2.25529867548262 0.954218151112702 1.06723557040417 5.09194092811127 4.65078827601906 5.20162676930674 SU55 ClassGen 0 2.55203558787755 3 1.5975091824079 NA 0.989377994894732 NA NA NA NA NA NA 100_100
42 home gvNormUnres3 7.81638129137212 1.52082972450741 2.31292305094528 0.966331714764897 1.08078386226898 5.40766337635777 4.96651072426555 5.5547433252545 SU55 ClassGen 0 2.53718121988072 3 1.59285316959245 NA 0.986494407949331 NA NA NA NA NA NA 100_100
43 home gvNormUnres3 8.2391817102226 1.50785634223024 2.27363074880395 0.958088457455956 1.07156427510662 5.67630979164495 5.23515713955274 5.85520817170677 SU55 ClassGen 0 2.53034154341232 3 1.59070473168729 NA 0.985163825809224 NA NA NA NA NA NA 100_100
44 home gvNormUnres3 8.66655894551455 1.50618414075376 2.26859066585815 0.957025944477577 1.07037591828986 5.94786430558957 5.50671165349736 6.15892555147739 SU55 ClassGen 0 2.51969259450849 3 1.58735396005695 NA 0.983088607867771 NA NA NA NA NA NA 100_100
45 home gvNormUnres3 9.1094816124913 1.49160814390293 2.22489485495754 0.947764389548516 1.06001742652777 6.22929635113071 5.78814369903849 6.47369035583881 SU55 ClassGen 0 2.50310975906652 3 1.58212191662543 NA 0.979848270537327 NA NA NA NA NA NA 100_100
46 home gvNormUnres3 9.58764838390524 1.42539563643567 2.03175272036986 0.905693114343501 1.01296323735866 6.53312241970239 6.09196976761017 6.81350152712878 SU55 ClassGen 0 2.48356622142732 3 1.57593344447896 NA 0.976015592621507 NA NA NA NA NA NA 100_100
47 home gvNormUnres3 10.0511306283637 1.51167539196987 2.28516249068727 0.960515072891074 1.07427829841987 6.82761797356571 6.3864653214735 7.14287707929399 SU55 ClassGen 0 2.47473000070041 3 1.57312745850437 NA 0.974277774267899 NA NA NA NA NA NA 100_100
48 home gvNormUnres3 10.4865888147071 1.50210651530416 2.2563239833192 0.954435030630097 1.06747813709103 7.10430710525267 6.66315445316045 7.4523372199717 SU55 ClassGen 0 2.45489970552547 3 1.56681195601944 NA 0.970366423238373 NA NA NA NA NA NA 100_100
49 home gvNormUnres3 10.933907416824 1.47140115465322 2.16502135791483 0.93492491497931 1.04565724699274 7.3885323178877 6.94737966579549 7.77022601361505 SU55 ClassGen 0 2.44337448706592 3 1.56312970897041 NA 0.968085914154483 NA NA NA NA NA NA 100_100
50 home gvNormUnres3 11.3324432351251 1.41400718092138 1.99941630769723 0.898456915860326 1.00486998488097 7.64176106170314 7.20060840961093 8.05344712247098 SU55 ClassGen 0 2.43377653864105 3 1.56005658187165 NA 0.966182648520387 NA NA NA NA NA NA 100_100
20 import gvNormUnres1 -0.10779435096912 1.51413573406791 2.29260702118137 1 1.05405880489944 0 -0.0711919998608827 -0.0750405542917631 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres1 1.32821212684631 1.36853843325222 1.87289744328844 0.903841315187427 0.952701896505196 0.948400097498142 0.877208097637259 0.92462891904364 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres1 1.11730213089101 1.44607461026203 2.09113177844448 0.955049522790781 1.00667835861263 0.809106115320821 0.737914115459938 0.777804870660129 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres1 1.42595485492513 1.42269752994586 2.02406826171405 0.939610299086996 0.990404508926843 1.0129535756835 0.941761575822614 0.992672081111797 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres1 1.78763925404795 1.44586050590253 2.09051260252871 0.954908119114292 1.00652931082238 1.2518254224968 1.18063342263592 1.24445705448795 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres1 2.02882860270795 1.43516792911114 2.05970698474917 0.947846284068198 0.999085721413299 1.41111718428094 1.33992518442006 1.41235993854447 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres1 2.28313158369118 1.40729088966829 1.98046764814336 0.929435094889034 0.979679245350332 1.57906974973557 1.50787774987469 1.58939181896737 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres1 2.66551047086888 1.40953687006422 1.98679418807045 0.930918436405519 0.981242774536456 1.83160912158593 1.76041712172505 1.85558316745001 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres1 2.81996604079081 1.39297556769221 1.94038093218743 0.919980643974241 0.969713698118104 1.93361818619401 1.86242618633313 1.96310672017971 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres1 3.04015946926571 1.38213504270511 1.91029727627345 0.912821097611791 0.962167115235678 2.07904334426971 2.00785134440883 2.1163933885033 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres1 3.36279056842987 1.43648127317941 2.06347844819514 0.948713672664026 1 2.29212272143848 2.2209307215776 2.34099158215053 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres1 3.45473615134764 1.35430761846651 1.83414912543643 0.894442676435617 0.942795178574782 2.35284751700931 2.28165551714843 2.40499908759768 SU55 ClassGen 0 2.57913211662624 3 1.60596765740355 NA 1 NA NA NA NA NA NA 100_100
32 import gvNormUnres1 3.51156873028634 1.36042540680395 1.8507572874777 0.898483125518083 0.947054049505903 2.39038218293125 2.31919018307037 2.44456283270166 SU55 ClassGen 0 2.58363795727502 3 1.60736988813248 NA 1.00087313758933 NA NA NA NA NA NA 100_100
33 import gvNormUnres1 3.84425714706705 1.41930631610047 2.0144304189227 0.937370596417624 0.988043730607834 2.61010384281632 2.53891184295544 2.67616238293064 SU55 ClassGen 0 2.58019178862459 3 1.60629754050257 NA 1.00020541079859 NA NA NA NA NA NA 100_100
34 import gvNormUnres1 4.11325811174464 1.43921625414483 2.07134342619466 0.950519971071678 1.00190394474086 2.78776358535135 2.71657158549047 2.86342619882586 SU55 ClassGen 0 2.56852581224471 3 1.60266210170601 NA 0.997941704689815 NA NA NA NA NA NA 100_100
35 import gvNormUnres1 4.35442031837449 1.45067478231856 2.104457324055 0.958087673171245 1.00988074777177 2.94703742137789 2.875845421517 3.03131018807973 SU55 ClassGen 0 2.56304769026433 3 1.60095211991625 NA 0.996876937425123 NA NA NA NA NA NA 100_100
36 import gvNormUnres1 4.67018897634377 1.45262466794983 2.11011842593635 0.959375461040849 1.01123815191457 3.15558454886753 3.08439254900664 3.25113112404668 SU55 ClassGen 0 2.5585060931064 3 1.59953308596803 NA 0.995993336848437 NA NA NA NA NA NA 100_100
37 import gvNormUnres1 4.95730516822367 1.41693849725746 2.00771470501022 0.935806787579525 0.986395384132857 3.3452083622548 3.27401636239392 3.45100577416614 SU55 ClassGen 0 2.54639083956149 3 1.59574147015157 NA 0.993632382816157 NA NA NA NA NA NA 100_100
38 import gvNormUnres1 5.16797960026754 1.41366866160608 1.99845908480714 0.933647248260953 0.98411910269959 3.48434676794969 3.4131547680888 3.59766583578851 SU55 ClassGen 0 2.54142946560655 3 1.59418614521848 NA 0.992663916903459 NA NA NA NA NA NA 100_100
39 import gvNormUnres1 5.42484421967076 1.41301317316861 1.99660622754801 0.933214335660894 0.983662787361746 3.65399114898092 3.58279914912004 3.7764809893162 SU55 ClassGen 0 2.53574639718219 3 1.59240271199913 NA 0.991553413082834 NA NA NA NA NA NA 100_100
40 import gvNormUnres1 5.66691696476782 1.4111471157999 1.99133618243038 0.931981911561311 0.98236373988821 3.81386634355592 3.74267434369504 3.94499884584298 SU55 ClassGen 0 2.52669558913183 3 1.58955830001036 NA 0.989782261605619 NA NA NA NA NA NA 100_100
41 import gvNormUnres1 5.87274361811112 1.39907871903289 1.9574212620507 0.924011426158003 0.973962379569531 3.94980306885222 3.87861106899134 4.08828414805074 SU55 ClassGen 0 2.51897909746607 3 1.58712919999163 NA 0.988269715566766 NA NA NA NA NA NA 100_100
42 import gvNormUnres1 6.19871322023605 1.37656021463033 1.89491802450311 0.90913924270979 0.958286223657862 4.16508733616765 4.09389533630677 4.3152064255709 SU55 ClassGen 0 2.50885974867747 3 1.58393805077013 NA 0.986282658600337 NA NA NA NA NA NA 100_100
43 import gvNormUnres1 6.41083864235196 1.39560327721706 1.94770850737901 0.921716095734432 0.971542966326412 4.30518403776653 4.23399203790564 4.46287658742856 SU55 ClassGen 0 2.50262876083265 3 1.58196989883899 NA 0.98505713458554 NA NA NA NA NA NA 100_100
44 import gvNormUnres1 6.65265453545652 1.40403004226342 1.97130035957823 0.927281491792895 0.977409221044588 4.46488959629984 4.39369759643895 4.63121563759198 SU55 ClassGen 0 2.49174046830783 3 1.57852477595628 NA 0.982911933922982 NA NA NA NA NA NA 100_100
45 import gvNormUnres1 6.94165180081144 1.42481284645933 2.03009164743555 0.941007344586869 0.991877077036829 4.65575575106556 4.58456375120468 4.83239978858009 SU55 ClassGen 0 2.47967793983588 3 1.57469931727803 NA 0.980529906700565 NA NA NA NA NA NA 100_100
46 import gvNormUnres1 7.24757950672698 1.3920542294103 1.93781497761911 0.919372152766238 0.969072312602605 4.85780349291076 4.78661149304988 5.04536998988207 SU55 ClassGen 0 2.46516708998081 3 1.57008505819934 NA 0.977656711180457 NA NA NA NA NA NA 100_100
47 import gvNormUnres1 7.57533416664255 1.38054715953805 1.90591045970858 0.91177239165279 0.961061717485843 5.07426668873998 5.0030746888791 5.27353492738254 SU55 ClassGen 0 2.45888322099029 3 1.5680826575759 NA 0.97640986127398 NA NA NA NA NA NA 100_100
48 import gvNormUnres1 7.88610404595767 1.35784810985271 1.84375148943057 0.896780968377703 0.945259875784763 5.27951240900326 5.20832040914237 5.48987598599397 SU55 ClassGen 0 2.44235009709614 3 1.56280200188512 NA 0.97312171554674 NA NA NA NA NA NA 100_100
49 import gvNormUnres1 8.18889156201071 1.39285276657302 1.94003882935011 0.919899540862791 0.969628210669375 5.47948623515394 5.40829423529306 5.70066015819752 SU55 ClassGen 0 2.43299495080782 3 1.55980606192174 NA 0.971256211002134 NA NA NA NA NA NA 100_100
50 import gvNormUnres1 8.44088548091705 1.35556323730539 1.83755169033386 0.895271940820985 0.943669272001768 5.64591379725191 5.57472179739102 5.87608459540483 SU55 ClassGen 0 2.4215053572499 3 1.55611868353603 NA 0.968960163277439 NA NA NA NA NA NA 100_100
20 import gvNormUnres3 -0.713039603417292 1.6033645258664 2.57077780280678 1 1.12219736895914 0 -0.444714593540101 -0.499057546808436 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres3 1.61352893211081 1.32901857208698 1.76629036495212 0.828893586359491 0.93018220175973 1.45105401672206 1.00633942318196 1.12931145297466 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres3 1.22594705412466 1.49079786532484 2.2224782752571 0.929793469466508 1.04341178511071 1.20932366050334 0.76460906696324 0.858042283228454 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres3 1.70458918164735 1.4202801441748 2.0171956879372 0.885812378446714 0.994056320484345 1.50784724625128 1.06313265271118 1.19304466572704 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres3 2.22219645054684 1.50293676780628 2.25881892802399 0.937364363224982 1.05190782216714 1.83067294218577 1.38595834864567 1.55531881233713 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres3 2.53879383841435 1.45653468345812 2.12149328411644 0.908423917306679 1.01943092990111 2.02813108895151 1.58341649541141 1.7769058251172 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres3 2.85174453812413 1.41972751831754 2.01562622626808 0.885467712060283 0.993669536772323 2.22331483828679 1.77860024474669 1.99594051508482 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres3 3.33476074566512 1.40537733633078 1.97508545747219 0.876517668726245 0.983625821690795 2.52456648739632 2.07985189385622 2.33400432311015 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres3 3.54607159234547 1.4095814948484 1.98691999061904 0.879139754003671 0.986568318890309 2.65635863027548 2.21164403673538 2.48190111909863 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres3 3.83991248623441 1.39319953134298 1.9410049341343 0.868922511922325 0.975102556708604 2.83962381367484 2.39490922013474 2.68756082573121 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres3 4.30371195957703 1.42877230887963 2.04139031062122 0.891108843827994 1 3.12889020685016 2.68417561331005 3.01217481108084 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres3 4.50695238732894 1.36776799196972 1.87078927985688 0.853061153533149 0.957302982056153 3.25564892233445 2.81093432879435 3.15442310808996 SU55 ClassGen 0 2.59590535612533 3 1.61118135420111 NA 1 NA NA NA NA NA NA 100_100
32 import gvNormUnres3 4.62470975583358 1.3724199071986 1.88353640167502 0.855962499517693 0.960558864886449 3.32909283767928 2.88437824413918 3.23684167665599 SU55 ClassGen 0 2.60037286131553 3 1.61256716490059 NA 1.00086012086465 NA NA NA NA NA NA 100_100
33 import gvNormUnres3 5.03028238296662 1.46256962177371 2.13910989853528 0.912187838871754 1.02365479277841 3.58204381706676 3.13732922352666 3.52070260020026 SU55 ClassGen 0 2.59844135647296 3 1.61196816236331 NA 1.00048834239557 NA NA NA NA NA NA 100_100
34 import gvNormUnres3 5.35274494579089 1.48162147375811 2.19520219150116 0.924070259666934 1.03698921413163 3.78316000594466 3.33844541240456 3.74639465821412 SU55 ClassGen 0 2.58746466458259 3 1.60855981069483 NA 0.998372906004997 NA NA NA NA NA NA 100_100
35 import gvNormUnres3 5.66222593347473 1.49447091182294 2.23344330628489 0.932084306290475 1.04598255616728 3.97617973582587 3.53146514228577 3.96300089124402 SU55 ClassGen 0 2.58166584253121 3 1.60675631087331 NA 0.997253541126042 NA NA NA NA NA NA 100_100
36 import gvNormUnres3 6.09860411496061 1.48465834974162 2.20421041545751 0.925964324263297 1.0391147284383 4.24834378489018 3.80362919135008 4.26842267102926 SU55 ClassGen 0 2.57680612683973 3 1.60524332325032 NA 0.996314486302048 NA NA NA NA NA NA 100_100
37 import gvNormUnres3 6.52083159642771 1.43248385778491 2.05201000281435 0.893423694160162 1.00259771895229 4.51168220522784 4.06696761168774 4.56394035347804 SU55 ClassGen 0 2.56566280177569 3 1.60176864801871 NA 0.994157885356693 NA NA NA NA NA NA 100_100
38 import gvNormUnres3 6.82231096604068 1.4163741128684 2.00611562760374 0.883376231679468 0.991322482991743 4.69971141801715 4.25499682447705 4.77494624135767 SU55 ClassGen 0 2.56009399957217 3 1.60002937459666 NA 0.993078383401486 NA NA NA NA NA NA 100_100
39 import gvNormUnres3 7.21030370132256 1.44936905427552 2.10067065549152 0.903954796862141 1.01441569469669 4.94169802120224 4.49698342766214 5.04650297077533 SU55 ClassGen 0 2.55382474799291 3 1.59806906859275 NA 0.991861694790491 NA NA NA NA NA NA 100_100
40 import gvNormUnres3 7.5871525748995 1.46473973514844 2.14546249172272 0.913541313605494 1.02517365856357 5.17673432610821 4.73201973256811 5.31026009375068 SU55 ClassGen 0 2.54492251093586 3 1.59528132658032 NA 0.990131447599406 NA NA NA NA NA NA 100_100
41 import gvNormUnres3 7.94076067121187 1.42977618142026 2.04425992895671 0.891734947576981 1.00070261197981 5.39727562573643 4.95256103219633 5.55775095994031 SU55 ClassGen 0 2.53843174123132 3 1.59324566254904 NA 0.988867987079599 NA NA NA NA NA NA 100_100
